醫事機構代碼,醫事機構名稱,醫事機構電話,醫事機構地址,經度,緯度
5938100018,佑全藥局,(049)2722998,南投縣國姓鄉中興路１０３號,120.8572,24.04147
5938100063,興安藥局,(049)2721133,南投縣國姓鄉石門村國姓路２７８－１號,120.8568,24.04001
5938110023,杏仁藥局,(049)2776008,南投縣水里鄉新城村民權路２３６號,120.8526,23.81758
5938110032,人人藥局,(049)2770166,南投縣水里鄉中央村中正路７８號,120.854,23.81568
5938110078,立特藥局,(049)2775837,南投縣水里鄉中央村中正路６８號,120.8543,23.81587
5938130016,永康藥局,(049)2802730,南投縣仁愛鄉大同村仁和路８４號,121.1324,24.02249
5939010068,尚陽中西藥局,(05)5370248,雲林縣斗六市鎮西里雲林路二段２５０號,120.5298,23.70215
5939010200,永聖藥局,(05)5329858,雲林縣斗六市鎮北里南京路３９３號１樓,120.5382,23.71473
5939010399,東京大藥局,(05)5348073,雲林縣斗六市文化路７９號,120.5486,23.71107
5939010504,桂賓藥局,(05)5332138,雲林縣斗六市信義里鎮北路３號,120.5432,23.71143
5939011734,怡康健保藥局,(05)5334585,雲林縣斗六市西平路４２－１號,120.5392,23.70849
5939011832,汶藥局,(05)5344728,雲林縣斗六市大同路１０３號２樓,120.5451,23.70965
5939011850,明真西藥局,(05)5321605,雲林縣斗六市自由路１號,120.5447,23.70513
5939012062,榮譽藥局,(05)5343503,雲林縣斗六市永安路５３號,120.548,23.70944
5939012133,鎮東藥局,(05)5332449,雲林縣斗六市中華路４６０號,120.5516,23.70846
5939012179,保健藥局,(05)5576037,雲林縣斗六市梅林路２８３號,120.5996,23.70252
5939012188,上海啄木鳥藥局,(05)5374296,雲林縣斗六市上海路２３４號,120.5417,23.71444
5939012222,啄木鳥藥局,(05)5344030,雲林縣斗六市民生南路２６２號,120.5369,23.69934
5939012240,究安藥局,(05)5375697,雲林縣斗六市雲林路二段２０２號,120.5311,23.70307
5939012302,北友藥局,(05)5349507,雲林縣斗六市上海路２４２號,120.5419,23.71457
5939012320,瑞安藥局,(05)5373085,雲林縣斗六市中正路１５號,120.5446,23.71021
5939012339,永光藥局,(05)5379939,雲林縣斗六市中山路９號,120.542,23.70989
5939012400,陽光藥局,(05)5362097,雲林縣斗六市永安路６９號,120.548,23.70923
5939012428,德昌藥局,(05)5340870,雲林縣斗六市明德路１０１號,120.5374,23.69834
5939012455,禾民藥局,(05)5342486,雲林縣斗六市中山路２１３、２１５號,120.5391,23.70427
5939012464,二水鄭家藥局,(05)5323788,雲林縣斗六市文化路２３４號,120.5513,23.71129
5939012526,世明中西藥局,(05)5333109,雲林縣斗六市文化路３２４－１號,120.5532,23.71162
5939012535,元大藥局,(05)5329179,雲林縣斗六市民生南路４２號,120.5369,23.70534
5939012571,上好藥局,(05)5331780,雲林縣斗六市永安路７２號,120.5478,23.70901
5939012580,林博彥藥師藥局,(05)5361258,雲林縣斗六市莊敬路６５號,120.5495,23.70354
5939012599,斗六藥局,(05)5372300,雲林縣斗六市雲林路二段１１３號,120.534,23.70477
5939012606,永兆藥局,(05)5378257,雲林縣斗六市北平路１６６號,120.5397,23.7153
5939012615,佑全斗六慶生藥局,(05)5372736,雲林縣斗六市慶生路２６號,120.5402,23.71281
5939020082,惠生大藥局,(05)5972478,雲林縣斗南鎮中天里文元街５０號,120.4776,23.67544
5939020091,全安藥局,(05)5965255,雲林縣斗南鎮中天里中正路１２３號,120.4783,23.67655
5939020171,仁安堂藥局,(05)5952020,雲林縣斗南鎮南昌里文元街４３號,120.4778,23.67535
5939020224,菩提大藥局,(05)5951539,雲林縣斗南鎮延平路二段４１２號,120.4761,23.67559
5939021294,玲津藥局,(05)5972889,雲林縣斗南鎮中山路１７之２號,120.4801,23.67372
5939021445,杏元藥局,(05)5963998,雲林縣斗南鎮東仁里１３鄰中山路６號,120.4805,23.67356
5939021463,安瑞藥局,(05)5972099,雲林縣斗南鎮新興街９４號,120.48,23.67483
5939021490,庚辛藥局,(05)5953776,雲林縣斗南鎮中正路１３９－１號,120.478,23.67642
5939021534,感恩藥局,(05)5955216,雲林縣斗南鎮中山路２２３號,120.4771,23.68043
5939021543,惠宏藥局,(05)5953727,雲林縣斗南鎮延平路２段２６４號,120.4786,23.67841
5939021552,民安藥局,(05)5972076,雲林縣斗南鎮中山路８９號,120.4789,23.67575
5939021561,聖安藥局,(05)5954652,雲林縣斗南鎮南昌里南昌路１３０號,120.4788,23.6732
5939021570,他里霧藥局,(05)5950560,雲林縣斗南鎮民權路１９號,120.479,23.67382
5939021614,斗南藥局,(05)5960102,雲林縣斗南鎮南昌路１１２號,120.4791,23.67321
5939021623,沈藥局,(05)5972748,雲林縣斗南鎮中正路１７６號,120.4781,23.67661
5939030177,上方藥局,(05)6332828,雲林縣虎尾鎮中山里中正路１７７號,120.4325,23.70765
5939030220,寶全藥局,(05)6322169,雲林縣虎尾鎮中山里新興路８５號,120.4344,23.7095
5939030284,張維修藥局,(05)6326456,雲林縣虎尾鎮林森路一段３６６號,120.436,23.71179
5939030300,黎明藥師藥局,(05)6310921,雲林縣虎尾鎮新生路１１０號,120.4368,23.70773
5939030355,祥惠藥局,(05)6224308,雲林縣虎尾鎮惠來里惠來８１之５號,120.4892,23.72847
5939030364,勝泰中西藥局,(05)6329479,雲林縣虎尾鎮林森路一段４２７號,120.4353,23.71068
5939031576,良方藥局,(05)6312106,雲林縣虎尾鎮中山路５７號,120.4344,23.70764
5939031585,利芳藥局,(05)6311016,雲林縣虎尾鎮光復路３１０號,120.4385,23.71011
5939031763,皇安藥局,(05)6333291,雲林縣虎尾鎮光復路３５２號,120.4373,23.71023
5939031996,端發藥局,(05)6314168,雲林縣虎尾鎮林森路一段３２９號,120.4368,23.71237
5939032144,新生松藥局,(05)6326562,雲林縣虎尾鎮民生路３７－５號,120.4367,23.70816
5939032420,虎尾台丞藥局,(05)6325698,雲林縣虎尾鎮林森路一段３４６號,120.4364,23.7122
5939032546,惠眾藥局,(05)6363350,雲林縣虎尾鎮林森路二段１６９號,120.4289,23.70476
5939032555,福瑞藥局,(05)6365190,雲林縣虎尾鎮仁愛路９０號,120.4343,23.70917
5939032564,林森瑞安藥局,(05)6328034,雲林縣虎尾鎮林森路二段８９號,120.43,23.70645
5939032617,永德健保藥局,(05)6322802,雲林縣虎尾鎮德興路８３號,120.4313,23.70946
5939032626,林藥師藥局,(05)6334135,雲林縣虎尾鎮中正路２０７號,120.432,23.70698
5939032644,康是美虎尾藥局,(05)6328411,雲林縣虎尾鎮中正路２５８．２５８－１號,120.4306,23.70567
5939032715,林森啄木鳥藥局,(05)6320417,雲林縣虎尾鎮明正東路８號,120.4387,23.71498
5939032724,虎尾藥局,(05)6336330,雲林縣虎尾鎮林森路二段１１７、１１９號,120.4298,23.70595
5939040164,一元藥局,(05)5879987,雲林縣西螺鎮福興路１７５號,120.4605,23.80032
5939040253,福安藥局,(05)5871281,雲林縣西螺鎮福田里社口路８３號,120.4396,23.78882
5939041465,仁祥藥局,(05)5882111,雲林縣西螺鎮中和里中山路４６號,120.4628,23.80013
5939041705,祐祐藥局,(05)5878758,雲林縣西螺鎮光復西路３６２號,120.4547,23.79624
5939041732,一生藥局,(05)5862222,雲林縣西螺鎮延平路２３４號,120.4594,23.80118
5939041778,瑞大藥局,(05)5873287,雲林縣西螺鎮平和路７７－１號,120.4575,23.7991
5939041849,西螺藥局,(05)5872112,雲林縣西螺鎮光復西路１２３、１２５號,120.4612,23.79675
5939041901,佑全西螺建興藥局,(05)5883161,雲林縣西螺鎮建興路２４９號,120.4593,23.80042
5939041910,西螺啄木鳥藥局,(05)5875195,雲林縣西螺鎮中山路２４９號,120.4558,23.7993
5939041947,林森育安藥局,(05)5878769,雲林縣西螺鎮中正路１６０號,120.4603,23.79864
5939050044,健康藥局,(05)6622889,雲林縣土庫鎮順天里中正路１１號,120.388,23.6739
5939051185,土庫台丞藥局,(05)6626677,雲林縣土庫鎮中正路１１２號,120.3901,23.67548
5939051194,友杏健康健保藥局,(05)6651758,雲林縣土庫鎮北平里民權路１４號,120.3543,23.706
5939051229,祥安藥局,(05)6656610,雲林縣土庫鎮東平里馬光路３８－１號,120.357,23.70561
5939051238,天愛藥局,(05)6629923,雲林縣土庫鎮中山路８０號,120.3903,23.6749
5939051247,祐安藥局,(05)6655938,雲林縣土庫鎮馬光路３９－１號,120.3578,23.70522
5939060111,慶輝藥局,(05)7835078,雲林縣北港鎮華勝里大同路２３２號,120.3012,23.57199
5939060120,民生藥局,(05)7822476,雲林縣北港鎮民生路７０號,120.3027,23.56495
5939060255,家庭藥局,(05)7826739,雲林縣北港鎮文化路１０１號,120.3023,23.57082
5939060317,益安大藥局,(05)7730779,雲林縣北港鎮華勝里公園路１８之２號,120.3028,23.57434
5939061501,南方藥局,(05)7832178,雲林縣北港鎮共榮里博愛路１１９號,120.3037,23.56877
5939061583,大元藥局,(05)7833636,雲林縣北港鎮民樂路７２號,120.2972,23.57494
5939061789,樂芯藥局,(05)7820005,雲林縣北港鎮文化路１６６號,120.3038,23.57334
5939061805,宜康藥局,(05)7820685,雲林縣北港鎮公園路１５９號,120.3011,23.57754
5939061814,安麗兒藥局北港店,(05)7820169,雲林縣北港鎮大同路１０２號,120.3037,23.57091
5939061850,北港家源藥局,(05)7832104,雲林縣北港鎮大同路３０３號,120.2983,23.57261
5939061903,大同瑞安藥局,(05)7831720,雲林縣北港鎮大同路２１５號,120.3004,23.57188
5939061921,北港啄木鳥藥局,(05)7822795,雲林縣北港鎮華勝路２５０號,120.2982,23.57877
5939061930,德豐藥局,(05)7835338,雲林縣北港鎮公園路１２號,120.303,23.5735
5939061949,大樹北港藥局,(05)7830783,雲林縣北港鎮華勝路９９號,120.2986,23.57559
5939070162,廣醫藥局,(05)5829703,雲林縣古坑鄉西平村中山路２１９號,120.5608,23.64772
5939071276,慈生藥局,(05)5828222,雲林縣古坑鄉麻園村平和２２號,120.5203,23.6351
5939071285,振明藥局,(05)5821229,雲林縣古坑鄉中山路１７０號,120.5619,23.64612
5939071294,元林中西藥局,(05)5828229,雲林縣古坑鄉西平村西平路９－２號１樓,120.5606,23.64679
5939071310,禾安藥局,(05)5828318,雲林縣古坑鄉朝陽村中山路１３６－１號,120.562,23.64552
5939071329,光明藥局,(05)5263736,雲林縣古坑鄉東和村文化路１３９－９號,120.5675,23.68493
5939090146,明泰藥局,(05)5842824,雲林縣莿桐鄉莿桐村中山路１０６號,120.5002,23.75753
5939091170,西河藥局,(05)5842950,雲林縣莿桐鄉饒平村饒平路１０２號,120.5194,23.77781
5939091269,禾季藥局,(05)5713685,雲林縣莿桐鄉興貴村興北１０之１４號,120.5236,23.77634
5939091278,大美社區藥局,(05)5848579,雲林縣莿桐鄉大美村２３－１號,120.5134,23.73695
5939091312,莿桐台丞藥局,(05)5840808,雲林縣莿桐鄉中正路１６６號,120.4991,23.75751
5939101108,禾萊藥局,(05)5894790,雲林縣林內鄉重興村１４６－８號,120.574,23.76767
5939101126,昇陽大藥局,(05)5899896,雲林縣林內鄉中西路１７號,120.6139,23.75795
5939111220,台丞藥局,(05)5985599,雲林縣二崙鄉中山路１２１號,120.4126,23.76987
5939111239,成恩藥局,(05)5989955,雲林縣二崙鄉油車村文化路２３６號,120.385,23.79536
5939120032,崇愛藥局,(05)6962769,雲林縣崙背鄉信義路８８號,120.3546,23.75895
5939120050,韓藥局,(05)6962462,雲林縣崙背鄉中山路１６３號,120.3571,23.76011
5939120069,慈恩藥局,(05)6964122,雲林縣崙背鄉南陽村永昌路６２號,120.3514,23.76036
5939121137,莊藥局,(05)6960510,雲林縣崙背鄉民權路１８０號,120.3531,23.76169
5939121164,立洲藥局,(05)6969331,雲林縣崙背鄉正義路２９１、２９３號,120.355,23.76155
5939121173,元美藥局,(05)6962496,雲林縣崙背鄉港尾村６１－２號,120.378,23.75106
5939121208,詠大藥局,(05)6967990,雲林縣崙背鄉南陽村中山路１０９－２號,120.3585,23.75958
5939121262,昀橙藥局,(05)6969089,雲林縣崙背鄉東明村正義路１２０－１號,120.3595,23.76132
5939121271,崙背台丞藥局,(05)6966789,雲林縣崙背鄉建國路５６號,120.3548,23.76012
5939130029,見春藥局,(05)6912265,雲林縣麥寮鄉橋頭村仁德路７４號,120.2783,23.79629
5939130047,中崙保健藥局,(05)6935697,雲林縣麥寮鄉中山路４４０號,120.25,23.75073
5939131151,三芳藥局,(05)6911053,雲林縣麥寮鄉橋頭村仁德路１７６號,120.2758,23.79673
5939131286,新興藥局,(05)6938030,雲林縣麥寮鄉麥豐村新興路３７－１號,120.2518,23.74714
5939131384,台安藥局,(05)6933311,雲林縣麥寮鄉麥豐村新興路１６號,120.2525,23.74694
5939131400,正鴻健保藥局,(05)6938786,雲林縣麥寮鄉表福路３５號,120.255,23.74769
5939131473,立昇藥局,(05)6933066,雲林縣麥寮鄉華興路９１號,120.251,23.74982
5939131482,麥津藥局,(05)6932258,雲林縣麥寮鄉中山路３１３、３１５號,120.2527,23.74947
5939140034,豐安藥局,(05)6991672,雲林縣東勢鄉東北村康安路７６號,120.2556,23.67723
5939140061,義和堂中西藥局,(05)6991028,雲林縣東勢鄉東南村東勢東路１２號,120.2536,23.67503
5939141139,東新藥局,(05)6998959,雲林縣東勢鄉東勢西路５５號,120.2519,23.6761
5939141219,安康藥局,(05)6993866,雲林縣東勢鄉東南村康安路１８號,120.2553,23.67587
5939150012,博順藥局,(05)6971048,雲林縣褒忠鄉中正路３２５之３號,120.3081,23.69338
5939150067,召安大藥局,(05)6976066,雲林縣褒忠鄉中勝村中正路４５０號,120.306,23.69264
5939151135,三民藥局,(05)6975515,雲林縣褒忠鄉三民路１５號,120.3109,23.69352
5939151162,正和藥局,(05)6972776,雲林縣褒忠鄉三民路１１６號,120.3134,23.69541
5939161140,木川藥局,(05)6986220,雲林縣台西鄉中山路３９３號,120.1931,23.70056
5939161168,全家藥局,(05)6984607,雲林縣台西鄉民生路２４號,120.1997,23.69946
5939161177,華澤藥局,(05)6980688,雲林縣台西鄉民族路３０巷２２－６號,120.197,23.69704
5939170023,永昇藥局,(05)7861838,雲林縣元長鄉下寮村東庄路３５號,120.3311,23.61548
5939171039,嘉民藥局,(05)7880513,雲林縣元長鄉長南村元南路６２號,120.3124,23.64811
5939171093,和平藥局,(05)7862551,雲林縣元長鄉下寮村東興路３３號,120.334,23.61849
5939171100,維恩健保藥局,(05)7882062,雲林縣元長鄉長北村中山路５８號,120.3133,23.65138
5939171128,順元藥局,(05)7886555,雲林縣元長鄉中山路２５號,120.3132,23.64867
5939180074,仁安堂藥局,(05)7875563,雲林縣四湖鄉中山西路１８５號,120.2216,23.63745
5939181133,陽明藥局,(05)7876519,雲林縣四湖鄉中正路４２２號,120.2251,23.63476
5939181231,大家藥局,(05)7877435,雲林縣四湖鄉中正路４３３號,120.2256,23.63449
5939181339,威仁藥局,(05)7875041,雲林縣四湖鄉中山西路７０號,120.2237,23.6378
5939190025,呂藥師藥局,(05)7907472,雲林縣口湖鄉梧南村文光路１２號,120.1901,23.54536
5939190061,盟生藥局,(05)7907159,雲林縣口湖鄉梧南村文光路９５之６號,120.1903,23.5426
5939191326,順生藥局,(05)7895799,雲林縣口湖鄉口湖村口湖路３２４號,120.1811,23.58524
5939191380,亞洲藥局,(05)7991108,雲林縣口湖鄉崙東村中山路７８－２號,120.1649,23.6175
5939200011,優生藥局,(05)7856307,雲林縣水林鄉水林路９９巷２號,120.247,23.57205
5939200053,嘉南藥局,(05)7853216,雲林縣水林鄉水北村自強街２號,120.245,23.57265
5939201158,健安藥局,(05)7841025,雲林縣水林鄉松北村蔦松路６９之１號,120.2318,23.51741
5939201238,正大藥局,(05)7852069,雲林縣水林鄉水林路４２號１樓,120.2448,23.5725
5939201283,義生藥局,(05)7853701,雲林縣水林鄉水林路１９７號,120.2445,23.57217
5939201336,全仁藥局,(05)7852721,雲林縣水林鄉水林路１３０號,120.2425,23.572
5939201345,金花藥局,(05)7856112,雲林縣水林鄉水北村水林路２２２號,120.2406,23.57206
5939201354,玉璽藥局,(05)7856019,雲林縣水林鄉水南村水林路１１５號之１,120.2466,23.57223
5940010154,石原藥局,(05)3792389,嘉義縣朴子市中正里中正路１４９號,120.2444,23.46605
5940011286,榮一藥局,(05)3792448,嘉義縣朴子市山通路６１號,120.2445,23.46537
5940011295,正仁藥局,(05)3798978,嘉義縣朴子市竹圍里南通路三段５５９號,120.2427,23.45932
5940011302,開元藥局,(05)3700014,嘉義縣朴子市開元路１５４號,120.2446,23.46725
5940011400,一信藥局,(05)3792323,嘉義縣朴子市山通路１３２號,120.2443,23.46547
5940011482,杏安藥局,(05)3702268,嘉義縣朴子市海通路９８－４號,120.2403,23.46391
5940011544,弘安藥局,(05)3707000,嘉義縣朴子市新進路３１號,120.2415,23.46202
5940011553,承信健保藥局,(05)3703350,嘉義縣朴子市新榮路１４８號,120.2453,23.46254
5940011688,久久藥局,(05)3704552,嘉義縣朴子市中興路６５號,120.2451,23.45945
5940011704,長安藥局,(05)3625009,嘉義縣朴子市嘉朴路西段９１號,120.2866,23.46104
5940011777,朴子啄木鳥藥局,(05)3208028,嘉義縣朴子市永和里應菜埔２９－３號,120.2323,23.46336
5940011839,信男藥局,(05)3790099,嘉義縣朴子市開元里開元路１７４號,120.2442,23.467
5940011875,華信藥局,(05)3705889,嘉義縣朴子市平和里市東路２８號,120.2462,23.46436
5940021086,進發藥局,(05)3470388,嘉義縣布袋鎮興中里後寮路７２巷２７號,120.1586,23.37867
5940021139,王藥師健保藥局,(05)3470703,嘉義縣布袋鎮興中里上海路１６１號,120.1627,23.37915
5940021157,康富藥師藥局,(05)3470511,嘉義縣布袋鎮博愛二街２２號,120.1676,23.37901
5940021166,懷恩藥局,(05)3478211,嘉義縣布袋鎮太平東路４６５號,120.1676,23.37761
5940030021,一富藥局,(05)2654357,嘉義縣大林鎮平林里蘭洲街１２號,120.4599,23.60271
5940030058,萬有藥局,(05)2654246,嘉義縣大林鎮平林里民權路３６號,120.4599,23.60009
5940031340,光佑藥局,(05)2649239,嘉義縣大林鎮東林里平和街３１之３號,120.4566,23.60291
5940031359,家寶藥局,(05)2649000,嘉義縣大林鎮平林里中興路２６４號,120.4613,23.60269
5940031368,溝背藥局,(05)2955878,嘉義縣大林鎮義和里三塊厝７－７號,120.4859,23.61441
5940031386,大樹大林藥局,(05)2641800,嘉義縣大林鎮祥和路１９２號,120.4527,23.60447
5940031402,信沅中西藥局,(05)2656377,嘉義縣大林鎮西林里０１１鄰中正路４２０號,120.4528,23.60129
5940040045,七星藥局,(05)2261977,嘉義縣民雄鄉東榮村中樂路１６號,120.4313,23.55643
5940040063,昇平藥局,(05)2206835,嘉義縣民雄鄉大崎村十四甲１８－７號,120.466,23.50698
5940040072,三和藥局,(05)2262488,嘉義縣民雄鄉中樂村中樂路５３號,120.4302,23.55603
5940040081,惠民藥局,(05)2211466,嘉義縣民雄鄉福樂村埤角１０２號,120.4413,23.52544
5940040170,健安藥局,(05)2211797,嘉義縣民雄鄉興南村頭橋４５號,120.439,23.52336
5940040232,鈞安藥局,(05)2218622,嘉義縣民雄鄉山中村１８７之５號,120.4103,23.51833
5940040321,上安藥局,(05)2261216,嘉義縣民雄鄉西安路４６－２３號,120.4259,23.55737
5940040349,正道藥局,(05)2268345,嘉義縣民雄鄉中樂村復興路３８號,120.4304,23.55706
5940041435,嘉方藥局,(05)2066747,嘉義縣民雄鄉中樂村昇平路５８號,120.4303,23.55781
5940041480,安生藥局,(05)2262053,嘉義縣民雄鄉昇平路１２號,120.43,23.55676
5940041515,福樂藥局,(05)2130802,嘉義縣民雄鄉福樂村建國路三段２５６號,120.4391,23.52621
5940041551,佳佑藥師藥局,(05)2218806,嘉義縣民雄鄉福樂村埤角４０８－１０號,120.4415,23.52703
5940041597,民雄弘安藥局,(05)2060200,嘉義縣民雄鄉建國路一段４５號,120.4336,23.5556
5940041622,大順藥局,(05)2201138,嘉義縣民雄鄉福樂村埤角１３９號,120.44,23.52429
5940041668,民雄照安藥局,(05)2060368,嘉義縣民雄鄉中樂路２１號１樓,120.431,23.55621
5940041677,大方藥局,(05)2268560,嘉義縣民雄鄉中樂村民族路４０－２號,120.4294,23.55555
5940041695,春森藥局,(05)2266957,嘉義縣民雄鄉東榮村９鄰和平路３７號,120.4318,23.55674
5940041720,民雄久久藥局,(05)2263294,嘉義縣民雄鄉西安村安和路２號之１,120.4277,23.55599
5940041739,民雄藥局,(05)2264566,嘉義縣民雄鄉東榮村００５鄰建國路一段１１７號,120.4333,23.55681
5940041748,大祐藥局,(05)2067077,嘉義縣民雄鄉西安村西安路２１－１號１樓,120.4272,23.5564
5940041784,福興瑞安藥局,(05)2265396,嘉義縣民雄鄉東榮村東榮路１０號,120.4332,23.55743
5940041800,棋德藥局,(05)2060121,嘉義縣民雄鄉建國路一段１９９號,120.4336,23.5584
5940041828,民雄丁丁藥局,(05)2260990,嘉義縣民雄鄉文化路３－７號,120.4282,23.55087
5940041837,雄讚藥局,(05)2212226,嘉義縣民雄鄉北斗村北勢子５６－３８號１樓,120.4547,23.5327
5940050023,盛安藥局,(05)2692663,嘉義縣溪口鄉溪東村溪民路４號,120.4001,23.6042
5940050069,明生藥局,(05)2698027,嘉義縣溪口鄉溪東村民生街１５５號,120.3962,23.60334
5940051100,滋元藥局,(05)2696287,嘉義縣溪口鄉中正路１０９之３號,120.3966,23.60433
5940051119,宇安藥局,(05)2697736,嘉義縣溪口鄉坪頂村溪民路３１號,120.4003,23.60387
5940051164,濟安藥局,(05)2696078,嘉義縣溪口鄉民生街５４號,120.3985,23.60407
5940060056,黃莉雅藥局,(05)3747329,嘉義縣新港鄉宮前村新民路１６號,120.3468,23.55654
5940071102,良信藥局,(05)3805085,嘉義縣六腳鄉蒜頭村１９０－５號,120.292,23.4947
5940080058,長生健保藥局,(05)3732557,嘉義縣東石鄉東石村東石村２６０號,120.1405,23.45356
5940090045,捷生藥局,(05)3418593,嘉義縣義竹鄉六桂村１５２之３號,120.2454,23.33736
5940090081,永聖藥局,(05)3416185,嘉義縣義竹鄉六桂村１９３－１號,120.2453,23.33682
5940090107,人生藥局,(05)3411428,嘉義縣義竹鄉六桂村２鄰義竹１５３號,120.2444,23.33747
5940090116,義竹全安藥局,(05)3411611,嘉義縣義竹鄉六桂村４鄰２０９號,120.2448,23.33615
5940101061,嘉恩藥局,(05)3751568,嘉義縣鹿草鄉西井村鹿草路２６１附２,120.3061,23.41448
5940111245,信宜藥師藥局,(05)3717360,嘉義縣太保市太保里７號,120.3373,23.45326
5940111361,慧敏藥局,(05)2381133,嘉義縣太保市北新里中山路一段８０２號,120.3773,23.49879
5940111398,愛心藥局,(05)2386150,嘉義縣太保市中山路１段３１１－６號１樓,120.3782,23.49853
5940111441,後潭藥局,(05)3711261,嘉義縣太保市前潭里後潭１８４號,120.3453,23.45216
5940111450,祥和藥局,(05)3623006,嘉義縣太保市太保二路１４９號１樓,120.2951,23.45484
5940111469,嘉安藥局,(05)2387670,嘉義縣太保市麻寮里中山路２段４６號,120.3746,23.49908
5940111530,保祥藥局,(05)3622100,嘉義縣太保市安仁里祥和三路東段７５號,120.2952,23.45447
5940111549,嘉康中西藥局,(05)2376200,嘉義縣太保市南新里中山路一段２９５之２號,120.3789,23.49836
5940111576,太保照安藥局,(05)2381076,嘉義縣太保市麻寮里中山路２段２９—２號１樓,120.3768,23.49864
5940120039,李藥局,(05)2355389,嘉義縣水上鄉民生村忠孝街１１１號,120.4341,23.44735
5940120048,瑞和堂藥局,(05)2682518,嘉義縣水上鄉水頭村正義路７７號,120.3991,23.42995
5940120137,德安藥局,(05)2688835,嘉義縣水上鄉南和村後寮２６之６號,120.362,23.41007
5940120191,大嘉藥局,(05)2689031,嘉義縣水上鄉正義路１巷１６號,120.4006,23.43044
5940121205,楊藥局,(05)2890687,嘉義縣水上鄉忠和村６８之５號,120.4379,23.42084
5940121241,杏同藥局,(05)2600037,嘉義縣水上鄉水頭村中正路１１６號,120.4022,23.4282
5940121303,宏益藥局,(05)2601714,嘉義縣水上鄉正義路５１號,120.3995,23.43025
5940121349,照安藥局,(05)2687897,嘉義縣水上鄉水頭村中興路４０８號,120.4003,23.4311
5940121358,嘉泰健保藥局,(05)2681028,嘉義縣水上鄉水頭村中興路３０７號,120.4012,23.43059
5940121376,水上弘安藥局,(05)2858000,嘉義縣水上鄉寬士村崎子頭１號附１２５,120.4292,23.45
5940121394,水上藥局,(05)2601121,嘉義縣水上鄉水頭村中興路２６６號,120.4029,23.43014
5940130035,康寧藥局,(05)2391380,嘉義縣中埔鄉中山路５段９１９號,120.4601,23.45266
5940130071,祥安藥局,(05)2534897,嘉義縣中埔鄉隆興村１０鄰６號,120.5292,23.44167
5940130080,華大藥局,(05)2531223,嘉義縣中埔鄉中埔村中正路３５號,120.5236,23.4242
5940130106,榮芳藥局,(05)2397405,嘉義縣中埔鄉金蘭村頂山門２８之２號,120.4942,23.44596
5940130142,顏藥局,(05)2536459,嘉義縣中埔鄉中埔村中正路４４號,120.5237,23.42433
5940131283,一心藥局,(05)2303553,嘉義縣中埔鄉富收村頂中下街３１、３１－１號１樓,120.4885,23.45077
5940131292,株一藥局,(05)2397739,嘉義縣中埔鄉和興村中山路五段９０９號,120.4602,23.45251
5940131354,宏達藥局,(05)2399786,嘉義縣中埔鄉金蘭村頂山門４４－１號１樓,120.4935,23.44639
5940131363,和睦藥局,(05)2395283,嘉義縣中埔鄉中山路５段８２１號１樓,120.4618,23.45158
5940140068,邱藥局,(05)2791199,嘉義縣竹崎鄉灣橋村３６３號,120.5042,23.49156
5940140077,保健藥局,(05)2541226,嘉義縣竹崎鄉內埔村元興路１１９之１號,120.5592,23.48528
5940140148,仁壽藥局,(05)2612328,嘉義縣竹崎鄉竹崎村中山路１８９號,120.5499,23.51987
5940141243,佑康藥局,(05)2792226,嘉義縣竹崎鄉灣橋村五間厝３－２號１樓,120.5023,23.49275
5940141289,好鄰居藥局,(05)2793899,嘉義縣竹崎鄉灣橋村灣橋３４１號,120.5053,23.49111
5940141298,德勝藥局,(05)2611016,嘉義縣竹崎鄉中山路１８４號,120.5505,23.52135
5940141305,東義藥局,(05)2110957,嘉義縣竹崎鄉獅埜村東義２０－１８號,120.4898,23.51273
5940141314,竹崎啄木鳥藥師藥局,(05)2617786,嘉義縣竹崎鄉竹崎村中華路９２號,120.5481,23.52055
5940150073,科有藥局,(05)2621106,嘉義縣梅山鄉北興街１２號,120.5591,23.58304
5940151141,橙新藥局,(05)2622277,嘉義縣梅山鄉中山路２８５號,120.5569,23.58416
5940161030,博勝藥局,(05)2591127,嘉義縣番路鄉下坑村下坑５３號,120.5372,23.47262
5941010096,新崇安藥局新營店,(06)6333302,臺南市新營區延平里復興路９１號,120.3112,23.30327
5941010185,安立藥局,(06)6321689,臺南市新營區王公里中正路９８號,120.3166,23.31499
5941010309,鴻達藥局,(06)6358837,臺南市新營區民生里復興路１２４號,120.3101,23.3035
5941010381,美兆藥局,(06)6371188,臺南市新營區中正路５３之４號,120.3163,23.31654
5941011575,麗暉藥師藥局,(06)6333479,臺南市新營區三仙里民權路５１號,120.3126,23.30584
5941011708,兆豐藥局,(06)6352205,臺南市新營區忠政里中正路５７之１６號,120.3162,23.31681
5941011851,新日康藥局,(06)6332833,臺南市新營區三仙里民權路６３之３號,120.3125,23.30658
5941020038,惠生藥局,(06)6522279,臺南市鹽水區中正路３１號,120.2679,23.31999
5941020056,民生藥局,(06)6521071,臺南市鹽水區中境里三福路５１號,120.2661,23.32082
5941030043,源大醫藥局,(06)6831128,臺南市白河區永安里中正路５５號,120.4136,23.34965
5941030089,新信安藥局,(06)6852173,臺南市白河區中山路５１號,120.415,23.34964
5941030114,協宏藥局,(06)6852961,臺南市白河區竹門里９８之３號,120.4466,23.37697
